Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0000928,2024,Give way or uncontrolled,T or staggered junction,Slight,51.515157,Daylight,None,-0.104669,1,2,City of London,Dry,Single carriageway,30,0.413194444,Urban,Fine no high winds,Car,Pahrump
BS0000929,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513892,Daylight,None,-0.093191,1,2,City of London,Dry,Single carriageway,30,0.375,Urban,Fine no high winds,Car,Hackensack
BS0000930,2024,Auto traffic signal,Crossroads,Slight,51.513385,Daylight,None,-0.084133,1,1,City of London,Wet or damp,Single carriageway,30,0.319444444,Urban,Raining + high winds,Car,Wentzville
BS0000931,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508229,Darkness - lights lit,None,-0.087808,1,2,City of London,Dry,Dual carriageway,30,0.729166667,Urban,Fine no high winds,Car,Haltom City
BS0000932,2024,Give way or uncontrolled,Crossroads,Slight,51.508899,Daylight,None,-0.073801,1,2,City of London,Dry,Dual carriageway,30,0.356944444,Urban,Fine no high winds,Car,Altamonte Springs
BS0000933,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513176,Daylight,None,-0.087889,1,1,City of London,Wet or damp,Single carriageway,30,0.295138889,Urban,Raining + high winds,Car,Keller
BS0000934,2024,Auto traffic signal,T or staggered junction,Slight,51.518169,Daylight,None,-0.079752,1,1,City of London,Dry,Single carriageway,30,0.576388889,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Odenton
BS0000935,2024,Give way or uncontrolled,T or staggered junction,Slight,51.51425,Daylight,None,-0.149242,1,1,Metropolitan Police,Dry,Single carriageway,30,0.46875,Urban,Fine no high winds,Car,Ashburn
BS0000936,2024,Give way or uncontrolled,T or staggered junction,Slight,51.543545,Daylight,None,-0.136516,1,2,Metropolitan Police,Dry,Single carriageway,30,0.39375,Urban,Fine no high winds,Taxi-Private hire car,Elmhurst
BS0000937,2024,Give way or uncontrolled,T or staggered junction,Slight,51.523788,Daylight,None,-0.126943,1,2,Metropolitan Police,Dry,Single carriageway,30,0.479166667,Urban,Fine no high winds,Car,East Lansing
BS0000938,2024,Give way or uncontrolled,T or staggered junction,Slight,51.517864,Daylight,None,-0.116376,2,1,Metropolitan Police,Dry,Single carriageway,30,0.583333333,Urban,Fine no high winds,Car,Sayreville
BS0000939,2024,Give way or uncontrolled,T or staggered junction,Slight,51.524924,Darkness - lights lit,None,-0.176199,1,2,Metropolitan Police,Dry,Single carriageway,30,0.71875,Urban,Fine no high winds,Car,Sierra Vista
BS0000940,2024,Auto traffic signal,Roundabout,Slight,51.508506,Darkness - lights lit,None,-0.127282,1,2,Metropolitan Police,Dry,Roundabout,30,0.90625,Urban,Fine no high winds,Car,Morgan Hill
BS0000941,2024,Auto traffic signal,Crossroads,Slight,51.491828,Daylight,None,-0.141651,1,1,Metropolitan Police,Dry,Single carriageway,30,0.727083333,Urban,Fine no high winds,Car,Bountiful
BS0000942,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.499406,Daylight,None,-0.126214,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.422222222,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Littleton
BS0000943,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.507953,Daylight,None,-0.12644,1,1,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Car,Pearl City
BS0000944,2024,Auto traffic signal,Crossroads,Serious,51.518933,Daylight,None,-0.121377,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,0.46875,Urban,Raining no high winds,Car,Lake Ridge
BS0000945,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.555286,Darkness - lights lit,None,-0.145412,1,1,Metropolitan Police,Dry,Single carriageway,30,0.729166667,Urban,Fine no high winds,Car,Shakopee
BS0000946,2024,Give way or uncontrolled,T or staggered junction,Slight,51.506946,Darkness - lights lit,None,-0.125328,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.770833333,Urban,Raining no high winds,Car,Palm Springs
BS0000947,2024,Give way or uncontrolled,T or staggered junction,Slight,51.518105,Darkness - lights lit,None,-0.114636,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.729166667,Urban,Fine no high winds,Car,Clermont
BS0000948,2024,Auto traffic signal,Crossroads,Slight,51.514481,Darkness - lights lit,None,-0.146782,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.760416667,Urban,Raining no high winds,Car,Riverton
BS0000949,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50721,Daylight,None,-0.14189,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.368055556,Urban,Raining no high winds,Car,The Colony
BS0000950,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.537184,Daylight,None,-0.155089,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.569444444,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t,Mankato
BS0000951,2024,Auto traffic signal,T or staggered junction,Slight,51.5416,Darkness - lights lit,None,-0.138614,1,2,Metropolitan Police,Dry,Single carriageway,30,0.173611111,Urban,Fine no high winds,Car,West Lafayette
BS0000952,2024,Auto traffic signal,Crossroads,Slight,51.523244,Darkness - lights lit,None,-0.14931,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.6875,Urban,Other,Motorcycle over 500cc,Moorhead
BS0000953,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.527667,Darkness - lights lit,None,-0.196562,1,1,Metropolitan Police,Dry,Single carriageway,30,0.794444444,Urban,Fine no high winds,Car,Cleveland Heights
BS0000954,2024,Give way or uncontrolled,T or staggered junction,Slight,51.54204,Daylight,None,-0.138019,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.361111111,Urban,Fine no high winds,Taxi-Private hire car,North Lauderdale
BS0000955,2024,Auto traffic signal,Crossroads,Slight,51.494065,Daylight,None,-0.146602,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.519444444,Urban,Fine no high winds,Motorcycle over 500cc,Fairfield
BS0000956,2024,Auto traffic signal,T or staggered junction,Serious,51.52317,Darkness - lights lit,None,-0.150322,2,2,Metropolitan Police,Dry,Dual carriageway,30,0.020833333,Urban,Fine no high winds,Car,Sicklerville
BS0000957,2024,Auto traffic signal,T or staggered junction,Slight,51.495934,Darkness - lights lit,None,-0.145374,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.761805556,Urban,Other,Car,Fond du Lac
BS0000958,2024,Give way or uncontrolled,T or staggered junction,Slight,51.494138,Daylight,None,-0.139828,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.381944444,Urban,Raining no high winds,Car,Cutler Bay
BS0000959,2024,Auto traffic signal,Crossroads,Slight,51.496644,Darkness - lights lit,None,-0.144769,1,1,Metropolitan Police,Dry,Single carriageway,30,0.701388889,Urban,Fine no high winds,Car,Rohnert Park
BS0000960,2024,Give way or uncontrolled,T or staggered junction,Slight,51.513351,Darkness - lights lit,None,-0.177959,1,2,Metropolitan Police,Dry,Single carriageway,30,0.759722222,Urban,Fine no high winds,Car,Oakley
BS0000961,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49732,Daylight,None,-0.136385,1,2,Metropolitan Police,Dry,Single carriageway,30,0.758333333,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Wilkes-Barre
BS0000962,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.5214,Darkness - lights lit,None,-0.198395,2,1,Metropolitan Police,Dry,Dual carriageway,50,0.894444444,Urban,Fine no high winds,Car,North Fort Myers
BS0000963,2024,Give way or uncontrolled,Crossroads,Slight,51.493722,Darkness - lights lit,None,-0.142006,1,2,Metropolitan Police,Dry,Single carriageway,30,0.819444444,Urban,Fine no high winds,Motorcycle over 500cc,El Centro
BS0000964,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.571576,Darkness - lights lit,None,-0.151965,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.794444444,Urban,Raining no high winds,Car,Freeport
BS0000965,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.531178,Darkness - lights lit,None,-0.185177,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.774305556,Urban,Fine no high winds,Car,Oakland Park
BS0000966,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518997,Daylight,None,-0.136653,1,2,Metropolitan Police,Dry,Single carriageway,30,0.534722222,Urban,Fine no high winds,Car,Greenacres
BS0000967,2024,Auto traffic signal,Crossroads,Slight,51.522117,Darkness - lights lit,None,-0.157716,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.802083333,Urban,Raining no high winds,Taxi-Private hire car,Hicksville
BS0000968,2024,Auto traffic signal,Crossroads,Slight,51.515309,Daylight,None,-0.142281,1,2,Metropolitan Police,Dry,Single carriageway,30,0.520833333,Urban,Fine no high winds,Car,Lompoc
BS0000969,2024,Give way or uncontrolled,T or staggered junction,Slight,51.560128,Daylight,None,-0.178975,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.529166667,Urban,Fine no high winds,Motorcycle over 500cc,Trujillo Alto
BS0000970,2024,Auto traffic signal,T or staggered junction,Slight,51.510043,Daylight,None,-0.133416,1,2,Metropolitan Police,Wet or damp,One way street,30,0.447916667,Urban,Fine no high winds,Car,Lombard
BS0000971,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.530169,Daylight,None,-0.126681,1,1,Metropolitan Police,Dry,One way street,30,0.379166667,Urban,Fine no high winds,Car,Spanish Fork
BS0000972,2024,Give way or uncontrolled,T or staggered junction,Serious,51.50987,Daylight,None,-0.122614,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.659027778,Urban,Fine no high winds,Car,Linden
BS0000973,2024,Auto traffic signal,Crossroads,Slight,51.515218,Daylight,None,-0.176587,1,1,Metropolitan Police,Dry,Single carriageway,30,0.773611111,Urban,Fog or mist,Motorcycle over 125cc and up to 500cc,Waxahachie
BS0000974,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.540019,Darkness - lights lit,None,-0.140986,1,1,Metropolitan Police,Dry,Single carriageway,30,0.726388889,Urban,Fine no high winds,Car,Pittsfield
BS0000975,2024,Give way or uncontrolled,Crossroads,Slight,51.536714,Darkness - lights lit,None,-0.142418,1,2,Metropolitan Police,Dry,Single carriageway,30,0.714583333,Urban,Fine no high winds,Car,Channelview
BS0000976,2024,Give way or uncontrolled,Crossroads,Slight,51.511299,Darkness - lights lit,None,-0.13322,1,1,Metropolitan Police,Dry,Single carriageway,30,0.881944444,Urban,Fine no high winds,Motorcycle over 500cc,Ormond Beach
BS0000977,2024,Give way or uncontrolled,T or staggered junction,Slight,51.541422,Darkness - lights lit,None,-0.138766,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.118055556,Urban,Fine no high winds,Car,Newnan
BS0000978,2024,Auto traffic signal,Crossroads,Slight,51.541548,Daylight,None,-0.17539,2,2,Metropolitan Police,Dry,Dual carriageway,30,0.454166667,Urban,Fine no high winds,Car,Woodbridge
BS0000979,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.51426,Daylight,None,-0.144197,3,1,Metropolitan Police,Dry,Roundabout,30,0.527083333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Holly Springs
BS0000980,2024,Auto traffic signal,Crossroads,Slight,51.515903,Daylight,None,-0.157102,2,3,Metropolitan Police,Frost or ice,Single carriageway,30,0.678472222,Urban,Fine no high winds,Car,Danville
BS0000981,2024,Auto traffic signal,Crossroads,Slight,51.514484,Darkness - lights lit,None,-0.146926,2,1,Metropolitan Police,Snow,One way street,30,0.722222222,Urban,Snowing no high winds,Car,Burke
BS0000982,2024,Auto traffic signal,T or staggered junction,Serious,51.514174,Darkness - lights lit,None,-0.15011,1,1,Metropolitan Police,Snow,Single carriageway,30,0.78125,Urban,Snowing no high winds,Car,Huber Heights
BS0000983,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.531363,Darkness - lights lit,None,-0.145232,1,2,Metropolitan Police,Snow,Single carriageway,30,0.885416667,Urban,Snowing no high winds,Other vehicle,West Babylon
BS0000984,2024,Give way or uncontrolled,Slip road,Serious,51.520467,Darkness - lights lit,None,-0.167152,1,1,Metropolitan Police,Snow,Dual carriageway,50,0.980555556,Urban,Snowing no high winds,Van - Goods 3.5 tonnes mgw or under,Delaware
BS0000985,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.509347,Darkness - lights lit,None,-0.123645,2,1,Metropolitan Police,Snow,Dual carriageway,30,0.022222222,Urban,Snowing no high winds,Car,Schertz
BS0000986,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.546399,Daylight,None,-0.175052,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.322916667,Urban,Raining no high winds,Car,North Miami Beach
BS0000987,2024,Auto traffic signal,Crossroads,Slight,51.55297,Daylight,None,-0.158201,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.597222222,Urban,Fine no high winds,Motorcycle 50cc and under,Woonsocket
BS0000988,2024,Auto traffic signal,Crossroads,Serious,51.488751,Darkness - lights lit,None,-0.1291,1,2,Metropolitan Police,Snow,Single carriageway,30,0.930555556,Urban,Other,Car,Hollister
BS0000989,2024,Give way or uncontrolled,T or staggered junction,Slight,51.549102,Daylight,None,-0.141048,1,2,Metropolitan Police,Dry,Single carriageway,30,0.559027778,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Campbell
BS0000990,2024,Give way or uncontrolled,Private drive or entrance,Serious,51.526353,Daylight,None,-0.129865,1,1,Metropolitan Police,Dry,Single carriageway,30,0.627083333,Urban,Fine no high winds,Car,Buffalo Grove
BS0000991,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496668,Daylight,None,-0.14059,1,1,Metropolitan Police,Dry,Single carriageway,30,0.583333333,Urban,Fine no high winds,Car,Edmonds
BS0000992,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.489179,Darkness - lights lit,None,-0.150401,1,3,Metropolitan Police,Frost or ice,Single carriageway,30,0.892361111,Urban,Snowing no high winds,Car,Catonsville
BS0000993,2024,Auto traffic signal,Crossroads,Slight,51.517571,Darkness - lights lit,None,-0.120568,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.059027778,Urban,Raining no high winds,Car,Manassas
BS0000994,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.53038,Darkness - lights lit,None,-0.134314,1,2,Metropolitan Police,Dry,Single carriageway,30,0.916666667,Urban,Fine no high winds,Car,Vineyard
BS0000995,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.542624,Daylight,None,-0.169435,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.305555556,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Puyallup
BS0000996,2024,Give way or uncontrolled,T or staggered junction,Slight,51.507904,Daylight,None,-0.140276,1,2,Metropolitan Police,Dry,Single carriageway,30,0.547222222,Urban,Fine no high winds,Car,San Bruno
BS0000997,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508162,Daylight,None,-0.139545,1,1,Metropolitan Police,Wet or damp,One way street,30,0.6875,Urban,Fine no high winds,Car,Coachella
BS0000998,2024,Auto traffic signal,T or staggered junction,Slight,51.505771,Darkness - lights lit,None,-0.130564,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.746527778,Urban,Other,Car,Jefferson City
BS0000999,2024,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.515684,Daylight,None,-0.126267,1,3,Metropolitan Police,Snow,One way street,30,0.520833333,Urban,Raining no high winds,Car,French Valley
BS0001000,2024,Auto traffic signal,Crossroads,Slight,51.534801,Darkness - lights lit,None,-0.163692,1,2,Metropolitan Police,Dry,Single carriageway,30,0.897222222,Urban,Fine no high winds,Car,Beverly
BS0001001,2024,Give way or uncontrolled,T or staggered junction,Slight,51.518021,Darkness - lights lit,None,-0.189159,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.277777778,Urban,Snowing no high winds,Car,Mableton
BS0001002,2024,Auto traffic signal,Crossroads,Slight,51.494155,Daylight,None,-0.146598,1,2,Metropolitan Police,Dry,Single carriageway,30,0.597222222,Urban,Fine no high winds,Motorcycle over 500cc,Bullhead City
BS0001003,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.529418,Daylight,None,-0.211054,1,1,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Motorcycle over 500cc,Peachtree Corners
